gender,Age,Years_in_job,Income,Province,Savings,Home_ownership,Credit_history,Number_of_accs,Credit_cards,Home_loan,Overdraft,Student_Loan,Non_perfoming_Accs,Open Accounts,Current_In_Arrears,Current_balance_Amt,Past_due_Amt,No_of_enquiries,Score,Def,monthly_installments,Number_of_monthly_installments
Male,23,3,33329,Nairobi,714,Rent,2,10,0,0,2,1,4,1,1,10000,7000.0,10,376,1,9998.699999999999,2
Male,29,7,72130,Western,40915,Rent,7,36,0,0,1,0,11,3,3,14400,10080.0,65,533,0,21639.0,9
Male,35,5,80025,Nairobi,50604,Rent,1,6,0,0,1,0,2,1,1,24000,16800.0,8,474,1,24007.5,10
Male,29,5,75131,Central,38027,Rent,2,16,0,0,2,0,6,2,2,22500,15749.999999999998,22,441,1,22539.3,9
Male,44,12,102136,Nairobi,139412,Own Home,7,36,0,0,0,0,11,3,0,20400,0.0,12,704,0,30640.8,10
Male,24,2,50719,Central,2102,Rent,1,3,0,0,0,1,1,2,2,15200,10640.0,5,596,0,15215.699999999999,8
Male,30,9,72223,Rift Valley,42137,Rent,4,20,0,0,1,0,8,2,2,14400,10080.0,39,408,1,21666.899999999998,11
Male,29,8,89849,Nairobi,35527,Rent,7,26,0,0,2,0,8,2,2,18000,12600.0,35,492,1,26954.7,11
Male,53,26,147141,Nairobi,321504,Own Home,14,34,1,0,1,0,10,2,0,14700,0.0,11,657,0,44142.299999999996,6
Female,25,1,57585,Eastern,1710,Rent,1,4,0,0,2,1,2,2,2,17300,12110.0,6,285,1,17275.5,1
Male,20,3,37459,Central,2828,Rent,2,9,0,0,2,1,4,1,1,11200,7839.999999999999,9,475,1,11237.699999999999,3
Male,40,15,94810,Nairobi,129656,Own Home,6,36,0,0,1,0,11,3,0,14200,0.0,17,684,0,28443.0,7
Female,46,24,143176,Nairobi,320220,Own Home,17,71,1,0,2,0,7,4,0,14300,0.0,34,705,0,42952.799999999996,2
Male,26,4,52029,Western,20778,Rent,2,17,0,0,0,1,7,2,2,15600,10920.0,23,531,0,15608.699999999999,3
Female,28,5,73030,Nairobi,42360,Rent,1,12,0,0,1,1,5,1,1,21900,15329.999999999998,18,361,1,21909.0,8
Female,40,14,101101,Nairobi,106796,Rent,6,24,0,0,1,0,7,2,2,15200,4560.0,23,603,0,30330.3,6
Female,39,15,118313,Nairobi,157416,Own Home,5,12,0,0,1,0,5,1,0,17700,0.0,3,601,0,35493.9,8
Male,33,8,71829,Central,41829,Rent,5,7,0,0,0,0,3,1,1,14400,10080.0,12,235,1,21548.7,3
Male,29,9,88326,Nairobi,32335,Rent,3,16,0,0,1,0,6,2,2,17700,12390.0,25,523,0,26497.8,9
Male,22,1,33045,Central,2542,Rent,1,9,0,0,1,1,4,1,1,9900,6930.0,9,454,1,9913.5,9
Female,19,2,33707,Western,1117,Rent,1,15,0,0,1,1,6,1,1,10100,7070.0,18,522,0,10112.1,7
Male,27,5,81530,Nairobi,29411,Rent,2,10,0,0,1,0,4,1,1,24500,17150.0,16,466,1,24459.0,9
Female,26,9,63527,Central,38935,Rent,6,25,0,0,2,1,7,2,2,12700,8890.0,24,467,1,19058.1,7
Female,33,5,70997,Western,26031,Rent,2,20,0,0,1,0,8,2,2,21300,14909.999999999998,31,465,1,21299.1,7
Male,41,14,102385,Nairobi,132355,Own Home,12,59,0,0,2,0,6,3,0,15400,0.0,26,738,0,30715.5,10
Male,31,6,51582,Central,20922,Rent,2,5,0,0,2,0,2,2,2,10300,7209.999999999999,6,394,1,15474.599999999999,2
Male,54,22,148983,Nairobi,317170,Own Home,11,46,0,0,1,0,14,3,0,14900,0.0,21,709,0,44694.9,5
Female,54,18,125613,Nairobi,275538,Own Home,11,38,0,0,2,0,11,3,0,18800,0.0,8,688,0,37683.9,4
Female,33,7,97893,Nairobi,47264,Rent,6,18,0,0,2,0,7,2,2,19600,13720.0,33,411,1,29367.899999999998,2
Female,40,13,93795,Nairobi,131421,Own Home,9,31,0,0,1,0,9,2,0,18800,0.0,18,655,0,28138.5,1
Female,24,2,39671,Nyanza,2730,Rent,2,4,0,0,0,1,2,2,2,11900,8330.0,4,313,1,11901.3,7
Male,35,7,70054,Nyanza,48217,Rent,3,4,0,0,0,0,2,2,2,14000,9800.0,4,294,1,21016.2,6
Male,48,26,129449,Nairobi,305922,Own Home,12,69,0,0,4,0,7,3,0,12900,0.0,30,684,0,38834.7,6
Male,18,3,47060,Eastern,3570,Rent,1,14,0,0,1,1,6,1,1,14100,9870.0,16,290,1,14118.0,1
Female,46,18,120421,Nairobi,333880,Own Home,12,67,0,0,3,0,7,3,0,18100,0.0,15,701,0,36126.299999999996,11
Male,52,25,125220,Nairobi,255146,Own Home,8,33,0,0,3,0,10,2,0,12500,0.0,9,636,0,37566.0,7
Female,26,6,93032,Nairobi,45518,Rent,7,29,0,0,0,0,9,2,2,18600,13020.0,50,476,1,27909.6,2
Male,28,5,93302,Nairobi,56966,Rent,2,9,0,0,2,0,4,1,1,28000,19600.0,16,348,1,27990.6,9
Female,46,23,120259,Nairobi,343974,Own Home,15,33,3,0,3,0,10,2,0,12000,0.0,10,669,0,36077.7,4
Female,51,20,142338,Nairobi,306975,Own Home,11,58,0,0,3,0,6,3,0,14200,0.0,23,736,0,42701.4,6
Male,36,12,104938,Nairobi,102028,Rent,10,20,0,0,1,0,8,2,2,21000,6300.0,17,498,1,31481.399999999998,7
Female,48,29,125663,Nairobi,309349,Own Home,8,23,0,0,1,0,7,2,0,12600,0.0,10,682,0,37698.9,7
Male,40,14,100266,Nairobi,105337,Rent,5,7,0,0,1,0,3,1,1,15000,4500.0,6,286,1,30079.8,9
Male,23,2,52567,Nyanza,2477,Rent,2,2,0,0,0,1,1,2,2,15800,11060.0,4,453,1,15770.099999999999,6
Female,53,20,126293,Nairobi,277443,Own Home,5,15,0,0,1,0,6,1,0,12600,0.0,9,613,0,37887.9,3
Female,39,15,111185,Nairobi,141501,Own Home,9,28,0,0,0,0,8,2,0,16700,0.0,6,655,0,33355.5,6
Male,33,9,58260,Western,23219,Rent,2,13,0,0,2,0,5,1,1,11700,8189.999999999999,15,456,1,17478.0,3
Male,48,24,121092,Nairobi,290737,Own Home,16,96,4,0,4,0,5,2,0,12100,0.0,30,720,0,36327.6,2
Female,39,13,104416,Nairobi,98995,Rent,9,33,0,0,2,0,10,2,2,20900,6270.0,28,459,1,31324.8,7
Male,42,14,112140,Nairobi,120328,Own Home,5,20,0,0,2,0,8,2,0,16800,0.0,10,668,0,33642.0,4
Female,20,3,50968,Nairobi,3278,Rent,1,9,0,0,0,1,4,1,1,15300,10710.0,15,478,1,15290.4,1
Male,30,5,54143,Rift Valley,36130,Rent,2,4,0,0,0,0,2,2,2,16200,11340.0,6,248,1,16242.9,6
Male,50,17,139185,Nairobi,300327,Own Home,8,36,0,0,4,0,11,3,0,20900,0.0,9,671,0,41755.5,4
Male,32,5,51058,Northe Eastern ,23037,Rent,2,2,0,0,2,0,1,2,2,15300,10710.0,4,383,1,15317.4,11
Female,44,11,109555,Nairobi,99839,Rent,8,40,0,0,2,0,12,3,3,21900,6570.0,32,545,0,32866.5,7
Female,35,4,64235,Nyanza,34502,Rent,1,4,0,0,0,0,2,2,2,19300,13510.0,7,362,1,19270.5,11
Female,49,18,140390,Nairobi,368844,Own Home,7,32,0,0,1,0,10,2,0,21100,0.0,12,709,0,42117.0,5
Male,55,18,125163,Nairobi,334277,Own Home,11,48,0,0,2,0,14,3,0,18800,0.0,24,672,0,37548.9,8
Female,32,8,52121,Central,19965,Rent,3,8,0,0,2,0,3,1,1,10400,7279.999999999999,8,535,0,15636.3,11
Male,24,3,55168,Central,4786,Rent,2,3,0,0,2,1,1,2,2,16600,11620.0,4,475,1,16550.399999999998,10
Male,42,14,107172,Nairobi,98860,Rent,10,15,0,0,2,0,6,1,1,16100,4830.0,16,397,1,32151.6,11
Male,45,15,121002,Nairobi,164421,Own Home,9,25,0,0,1,0,7,2,0,18200,0.0,9,702,0,36300.6,10
Male,26,8,88236,Nairobi,32185,Rent,7,30,0,0,0,0,9,2,2,17600,12320.0,55,414,1,26470.8,10
Female,44,15,90098,Nairobi,98923,Rent,7,38,0,0,2,0,11,3,3,13500,4050.0,39,599,0,27029.399999999998,4
Female,33,5,61026,Eastern,30580,Rent,1,17,0,0,2,0,7,2,2,18300,12810.0,27,377,1,18307.8,3
Female,26,4,90631,Nairobi,57828,Rent,1,10,0,0,0,0,4,1,1,27200,19040.0,20,510,0,27189.3,2
Female,27,8,89970,Nairobi,32089,Rent,8,24,0,0,1,0,7,2,2,18000,12600.0,43,496,1,26991.0,1
Female,55,23,128286,Nairobi,260166,Own Home,12,41,0,0,1,0,12,3,0,12800,0.0,24,691,0,38485.799999999996,2
Female,55,21,131310,Nairobi,326561,Own Home,18,68,3,0,4,0,7,3,0,13100,0.0,21,723,0,39393.0,7
Female,51,23,128665,Nairobi,383946,Own Home,8,30,0,0,4,0,9,2,0,12900,0.0,6,679,0,38599.5,8
Female,26,4,82144,Nairobi,31641,Rent,1,18,0,0,0,0,7,2,2,24600,17220.0,29,359,1,24643.2,7
Female,23,2,56343,Nairobi,5129,Rent,1,2,0,0,0,1,1,2,2,16900,11830.0,4,274,1,16902.899999999998,4
Male,26,6,52880,Western,31406,Rent,2,11,0,0,0,1,4,1,1,10600,7419.999999999999,11,534,0,15864.0,7
Female,18,3,39990,Eastern,1995,Rent,1,4,0,0,2,1,2,2,2,12000,8400.0,4,380,1,11997.0,1
Male,39,14,121013,Nairobi,125793,Own Home,6,37,0,0,1,0,11,3,0,18200,0.0,16,649,0,36303.9,11
Male,51,18,125082,Nairobi,321769,Own Home,10,36,0,0,2,0,11,3,0,18800,0.0,16,655,0,37524.6,3
Female,51,26,121109,Nairobi,338368,Own Home,11,60,0,0,2,0,6,3,0,12100,0.0,23,754,0,36332.7,5
Female,45,13,92033,Nairobi,87347,Rent,11,40,0,0,0,0,12,3,3,18400,5520.0,36,542,0,27609.899999999998,3
Male,25,1,35557,Eastern,1571,Rent,1,2,0,0,0,1,1,2,2,10700,7489.999999999999,2,347,1,10667.1,8
Female,51,27,130684,Nairobi,281326,Own Home,14,44,3,0,3,0,13,3,0,13100,0.0,17,666,0,39205.2,1
Female,20,3,53134,Nairobi,4186,Rent,2,4,0,0,1,1,2,2,2,15900,11130.0,6,361,1,15940.199999999999,9
Female,42,15,104100,Nairobi,143809,Own Home,5,5,0,0,1,0,2,2,0,15600,0.0,2,617,0,31230.0,2
Female,47,30,149527,Nairobi,345297,Own Home,12,62,0,0,3,0,6,3,0,15000,0.0,31,709,0,44858.1,11
Male,25,1,51020,Central,3182,Rent,1,5,0,0,0,1,2,2,2,15300,10710.0,7,516,0,15306.0,2
Female,38,12,95442,Nairobi,98858,Rent,10,24,0,0,0,0,7,2,2,19100,5730.0,20,500,1,28632.6,11
Female,24,2,40434,Central,3504,Rent,1,5,0,0,1,1,2,2,2,12100,8470.0,5,444,1,12130.199999999999,2
Male,25,1,40965,Nyanza,2793,Rent,2,18,0,0,0,1,7,2,2,12300,8610.0,19,499,1,12289.5,7
Female,26,7,74153,Western,26751,Rent,5,10,0,0,0,1,4,1,1,14800,10360.0,13,424,1,22245.899999999998,9
Female,29,8,66050,Rift Valley,19988,Rent,7,33,0,0,1,0,10,2,2,13200,9240.0,39,433,1,19815.0,10
Female,23,1,30193,Nyanza,2671,Rent,1,4,0,0,2,1,2,2,2,9100,6370.0,4,415,1,9057.9,3
Female,20,3,59330,Nairobi,3728,Rent,1,9,0,0,2,1,4,1,1,17800,12460.0,16,334,1,17799.0,6
Female,40,11,118804,Nairobi,124393,Own Home,12,50,0,0,0,0,15,3,0,23800,0.0,19,685,0,35641.2,11
Male,55,19,145646,Nairobi,354371,Own Home,11,51,0,0,3,0,15,3,0,21800,0.0,11,678,0,43693.799999999996,7
Female,25,2,41027,Western,3182,Rent,2,20,0,0,1,1,8,2,2,12300,8610.0,18,471,1,12308.1,10
Male,38,14,116713,Nairobi,134670,Own Home,9,34,0,0,2,0,10,2,0,17500,0.0,20,710,0,35013.9,9
Male,47,27,131061,Nairobi,344625,Own Home,18,62,3,0,4,0,6,3,0,13100,0.0,21,756,0,39318.299999999996,10
Male,53,29,125851,Nairobi,268923,Own Home,18,80,2,0,3,0,4,2,0,12600,0.0,44,707,0,37755.299999999996,6
Female,35,5,64198,Nairobi,38564,Rent,1,2,0,0,1,0,1,2,2,19300,13510.0,4,446,1,19259.399999999998,2
Female,55,27,132008,Nairobi,308592,Own Home,17,62,0,0,3,0,6,3,0,13200,0.0,13,715,0,39602.4,11
Male,27,5,71739,Rift Valley,34735,Rent,2,10,0,0,1,1,4,1,1,21500,15049.999999999998,15,545,0,21521.7,3
Male,51,25,128552,Nairobi,312918,Own Home,9,20,0,0,4,0,8,2,0,12900,0.0,8,618,0,38565.6,2
Female,19,3,35675,Nyanza,2610,Rent,1,6,0,0,1,1,2,1,1,10700,7489.999999999999,7,573,0,10702.5,5
Male,39,15,107395,Nairobi,147806,Own Home,10,39,0,0,1,0,12,3,0,16100,0.0,16,644,0,32218.5,7
Male,19,2,53375,Nairobi,5109,Rent,2,19,0,0,0,1,8,2,2,16000,11200.0,30,509,0,16012.5,9
Female,37,11,119273,Nairobi,145311,Own Home,6,29,0,0,0,0,9,2,0,23900,0.0,8,688,0,35781.9,2
Male,42,11,90364,Nairobi,90280,Rent,11,46,0,0,2,0,14,3,3,18100,5430.0,43,496,1,27109.2,9
Female,21,1,46586,Northe Eastern ,1119,Rent,2,9,0,0,1,1,4,1,1,14000,9800.0,9,466,1,13975.8,2
Female,19,2,46395,Nyanza,2506,Rent,2,19,0,0,1,1,8,2,2,13900,9730.0,21,300,1,13918.5,11
Female,43,11,121662,Nairobi,127388,Own Home,12,52,0,0,4,0,16,3,0,24300,0.0,11,647,0,36498.6,1
Female,39,14,107026,Nairobi,112225,Mortgage,12,50,0,1,0,0,15,3,0,16100,0.0,28,624,0,32107.8,4
Female,55,16,126357,Nairobi,360988,Own Home,7,23,0,0,1,0,7,2,0,19000,0.0,5,702,0,37907.1,6
Female,55,24,122200,Nairobi,282531,Own Home,12,65,0,0,4,0,6,3,0,12200,0.0,30,735,0,36660.0,11
Female,32,10,69106,Nyanza,43356,Rent,4,7,0,0,0,0,3,1,1,13800,9660.0,6,387,1,20731.8,11
Male,42,12,91496,Nairobi,106770,Rent,7,20,0,0,2,0,8,2,2,18300,5490.0,17,396,1,27448.8,1
Female,41,15,117164,Nairobi,123360,Own Home,10,23,0,0,1,0,7,2,0,17600,0.0,9,686,0,35149.2,3
Female,27,8,81295,Nairobi,46838,Rent,7,17,0,0,1,0,7,2,2,16300,11410.0,31,474,1,24388.5,2
Male,18,2,47404,Rift Valley,3515,Rent,2,14,0,0,2,1,6,1,1,14200,9940.0,13,424,1,14221.199999999999,7
Male,47,26,123731,Nairobi,292127,Own Home,10,29,0,0,3,0,9,2,0,12400,0.0,6,649,0,37119.299999999996,5
Female,23,3,42353,Nyanza,3472,Rent,2,8,0,0,2,1,3,1,1,12700,8890.0,8,452,1,12705.9,2
Female,55,18,129180,Nairobi,298587,Own Home,11,45,0,0,3,0,13,3,0,19400,0.0,16,647,0,38754.0,3
Female,29,10,77938,Nyanza,51837,Rent,2,15,0,0,2,0,6,1,1,15600,10920.0,30,501,0,23381.399999999998,3
Male,49,18,120166,Nairobi,287820,Own Home,7,27,0,0,2,0,8,2,0,18000,0.0,9,678,0,36049.799999999996,1
Male,42,14,117507,Nairobi,115899,Mortgage,10,16,0,1,2,0,6,2,0,17600,0.0,9,600,0,35252.1,8
Female,37,11,108126,Nairobi,135389,Own Home,11,67,0,0,0,0,7,3,0,21600,0.0,27,750,0,32437.8,10
Male,53,27,134820,Nairobi,339615,Own Home,14,53,2,0,4,0,16,3,0,13500,0.0,21,704,0,40446.0,10
Female,36,11,104593,Nairobi,114747,Mortgage,9,37,0,1,1,0,11,3,0,20900,0.0,12,629,0,31377.899999999998,7
Male,22,1,47820,Rift Valley,2900,Rent,1,1,0,0,2,1,0,1,1,14300,10010.0,2,615,0,14346.0,8
Female,26,10,53005,Nairobi,35984,Rent,2,14,0,0,1,1,6,1,1,10600,7419.999999999999,12,408,1,15901.5,1
Female,54,18,125215,Nairobi,373306,Own Home,11,43,0,0,3,0,13,3,0,18800,0.0,13,704,0,37564.5,5
Male,25,3,54720,Northe Eastern ,1632,Rent,2,11,0,0,0,1,4,1,1,16400,11480.0,22,589,0,16416.0,1
Female,34,8,88336,Nairobi,38257,Rent,5,5,0,0,0,0,2,2,2,17700,12390.0,10,373,1,26500.8,2
Female,20,2,32568,Western,1456,Rent,2,18,0,0,2,1,7,2,2,9800,6860.0,17,352,1,9770.4,5
Male,18,2,57945,Rift Valley,2584,Rent,1,14,0,0,0,1,6,1,1,17400,12180.0,28,430,1,17383.5,9
Male,30,8,83552,Nairobi,44876,Rent,7,20,0,0,1,0,8,2,2,16700,11690.0,34,481,1,25065.6,1
Male,19,2,56626,Northe Eastern ,3650,Rent,2,17,0,0,1,1,7,2,2,17000,11900.0,30,419,1,16987.8,1
Male,26,4,65210,Eastern,38005,Rent,1,9,0,0,1,1,4,1,1,19600,13720.0,12,476,1,19563.0,7
Female,36,11,100424,Nairobi,144249,Own Home,9,24,0,0,1,0,7,2,0,20100,0.0,5,708,0,30127.199999999997,2
Female,20,2,51006,Nyanza,2065,Rent,2,13,0,0,2,1,5,1,1,15300,10710.0,20,418,1,15301.8,9
Male,45,14,125078,Nairobi,171939,Own Home,5,15,0,0,4,0,6,1,0,18800,0.0,8,644,0,37523.4,7
Female,44,11,108160,Nairobi,121169,Own Home,10,21,0,0,2,0,6,1,0,21600,0.0,5,647,0,32448.0,2
Female,35,9,92559,Nairobi,29209,Rent,6,29,0,0,2,0,9,2,2,18500,12950.0,45,423,1,27767.7,3
Male,22,2,45474,Central,3372,Rent,1,6,0,0,1,1,2,1,1,13600,9520.0,5,549,0,13642.199999999999,8
Female,40,15,129636,Nairobi,154117,Own Home,10,31,0,0,4,0,9,2,0,19400,0.0,18,705,0,38890.799999999996,11
Male,55,23,132648,Nairobi,375171,Own Home,12,30,0,0,3,0,9,2,0,13300,0.0,17,694,0,39794.4,10
Male,47,27,135627,Nairobi,302305,Own Home,16,63,1,0,2,0,6,3,0,13600,0.0,37,672,0,40688.1,8
Female,42,13,103016,Nairobi,134660,Own Home,12,46,0,0,0,0,14,3,0,20600,0.0,11,684,0,30904.8,8
Female,55,24,131246,Nairobi,334724,Own Home,16,81,2,0,3,0,4,2,0,13100,0.0,36,723,0,39373.799999999996,10
Female,20,1,39193,Nyanza,2221,Rent,2,2,0,0,1,1,1,2,2,11800,8260.0,2,436,1,11757.9,10
Male,32,6,83205,Nairobi,38728,Rent,3,16,0,0,0,0,6,2,2,16600,11620.0,31,501,0,24961.5,4
Female,37,11,99804,Nairobi,131051,Own Home,10,19,0,0,1,0,8,2,0,20000,0.0,5,522,0,29941.199999999997,9
Female,23,3,44558,Northe Eastern ,4263,Rent,1,16,0,0,2,1,6,2,2,13400,9380.0,16,402,1,13367.4,4
Female,44,12,118391,Nairobi,171228,Own Home,11,34,0,0,1,0,10,2,0,23700,0.0,11,697,0,35517.299999999996,2
Male,45,15,118663,Nairobi,161736,Own Home,9,18,0,0,0,0,7,2,0,17800,0.0,10,599,0,35598.9,1
Female,19,2,37641,Central,1344,Rent,1,2,0,0,1,1,1,2,2,11300,7909.999999999999,2,338,1,11292.3,4
Male,32,8,88607,Nairobi,49053,Rent,6,25,0,0,0,0,7,2,2,17700,12390.0,48,434,1,26582.1,7
Male,37,13,116835,Nairobi,145750,Own Home,6,19,0,0,0,0,8,2,0,23400,0.0,11,575,0,35050.5,8
Female,45,15,125011,Nairobi,174222,Own Home,8,33,0,0,1,0,10,2,0,18800,0.0,10,713,0,37503.299999999996,4
Male,38,14,106024,Nairobi,154336,Own Home,12,44,0,0,0,0,13,3,0,15900,0.0,16,646,0,31807.199999999997,11
Female,25,2,50055,Eastern,3895,Rent,1,6,0,0,1,1,2,1,1,15000,10500.0,11,474,1,15016.5,1
Female,18,3,40670,Central,874,Rent,1,4,0,0,2,1,2,2,2,12200,8540.0,4,344,1,12201.0,10
Female,25,2,41523,Rift Valley,1151,Rent,2,7,0,0,2,1,3,1,1,12500,8750.0,6,326,1,12456.9,7
Female,22,2,50205,Northe Eastern ,4054,Rent,1,16,0,0,2,1,6,2,2,15100,10570.0,29,413,1,15061.5,3
Female,25,1,56454,Eastern,4474,Rent,2,20,0,0,0,1,8,2,2,16900,11830.0,27,494,1,16936.2,4
Male,43,11,123960,Nairobi,124527,Own Home,11,36,0,0,4,0,11,3,0,24800,0.0,21,651,0,37188.0,2
Male,27,5,92614,Nairobi,45506,Rent,2,16,0,0,2,0,6,2,2,27800,19460.0,24,570,0,27784.2,5
Female,41,14,125043,Nairobi,166150,Own Home,6,20,0,0,1,0,8,2,0,18800,0.0,5,635,0,37512.9,10
Female,43,14,117161,Nairobi,140009,Own Home,6,18,0,0,0,0,7,2,0,17600,0.0,5,628,0,35148.299999999996,1
Female,50,21,146162,Nairobi,393751,Own Home,8,21,0,0,2,0,6,1,0,14600,0.0,8,673,0,43848.6,7
Male,36,12,119653,Nairobi,162129,Own Home,5,6,0,0,1,0,2,1,0,23900,0.0,2,668,0,35895.9,1
Male,41,15,106163,Nairobi,99008,Rent,9,25,0,0,1,0,7,2,2,15900,4770.0,28,574,0,31848.899999999998,10
Female,42,12,104172,Nairobi,128573,Own Home,11,40,0,0,0,0,12,3,0,20800,0.0,24,667,0,31251.6,6
Female,27,10,69628,Nairobi,36285,Rent,8,39,0,0,0,1,12,3,3,13900,9730.0,36,505,0,20888.399999999998,5
Male,53,24,135078,Nairobi,368853,Own Home,18,66,1,0,2,0,7,3,0,13500,0.0,35,738,0,40523.4,8
Female,48,22,131068,Nairobi,303996,Own Home,18,94,3,0,3,0,5,2,0,13100,0.0,50,716,0,39320.4,10
Male,37,13,118295,Nairobi,132240,Own Home,11,52,0,0,0,0,16,3,0,23700,0.0,15,690,0,35488.5,5
Female,34,10,91251,Nairobi,33477,Rent,7,15,0,0,1,0,6,1,1,18300,12810.0,29,359,1,27375.3,6
Female,52,27,132058,Nairobi,282003,Own Home,12,54,0,0,4,0,16,3,0,13200,0.0,26,709,0,39617.4,10
Male,53,26,121964,Nairobi,250092,Own Home,18,75,2,0,1,0,7,4,0,12200,0.0,18,684,0,36589.2,4
Female,33,5,86727,Nairobi,26140,Rent,1,3,0,0,1,0,1,2,2,26000,18200.0,5,497,1,26018.1,9
Male,24,2,50579,Nyanza,4483,Rent,1,5,0,0,2,1,2,2,2,15200,10640.0,7,458,1,15173.699999999999,9
Male,49,29,125570,Nairobi,338814,Own Home,9,28,0,0,2,0,8,2,0,12600,0.0,16,721,0,37671.0,11
Male,51,22,141910,Nairobi,324225,Own Home,12,65,0,0,1,0,6,3,0,14200,0.0,36,670,0,42573.0,5
Male,45,12,105788,Nairobi,137148,Own Home,7,21,0,0,1,0,6,1,0,21200,0.0,7,719,0,31736.399999999998,3
Female,20,2,36978,Northe Eastern ,1768,Rent,1,1,0,0,2,1,0,1,1,11100,7769.999999999999,1,488,1,11093.4,1
Male,20,2,39398,Nyanza,795,Rent,1,6,0,0,0,1,2,1,1,11800,8260.0,6,536,0,11819.4,3
Female,42,14,118025,Nairobi,151903,Own Home,5,15,0,0,1,0,6,1,0,17700,0.0,6,622,0,35407.5,10
Male,53,18,140805,Nairobi,398380,Own Home,11,66,0,0,3,0,7,3,0,21100,0.0,35,747,0,42241.5,1
Female,40,11,102517,Nairobi,130595,Own Home,7,25,0,0,0,0,7,2,0,20500,0.0,12,670,0,30755.1,3
Female,30,9,58191,Nyanza,29707,Rent,7,27,0,0,2,0,8,2,2,11600,8119.999999999999,30,580,0,17457.3,4
Male,43,12,95667,Nairobi,137221,Own Home,9,31,0,0,0,0,9,2,0,19100,0.0,18,686,0,28700.1,2
Male,46,19,122862,Nairobi,271312,Own Home,11,70,0,0,1,0,7,3,0,18400,0.0,26,704,0,36858.6,5
Female,54,17,130791,Nairobi,310512,Own Home,7,29,0,0,4,0,9,2,0,19600,0.0,6,690,0,39237.299999999996,11
Male,42,13,94753,Nairobi,104212,Rent,6,25,0,0,2,0,7,2,2,19000,5700.0,22,595,0,28425.899999999998,11
Male,31,4,70033,Rift Valley,27721,Rent,2,12,0,0,1,0,5,1,1,21000,14699.999999999998,21,395,1,21009.899999999998,5
Male,25,1,39873,Eastern,3981,Rent,2,10,0,0,2,1,4,1,1,12000,8400.0,12,448,1,11961.9,10
Female,55,16,140033,Nairobi,301420,Own Home,6,20,0,0,3,0,8,2,0,21000,0.0,11,635,0,42009.9,8
Female,54,24,124368,Nairobi,275327,Own Home,14,37,4,0,1,0,11,3,0,12400,0.0,12,697,0,37310.4,10
Male,43,11,109030,Nairobi,132429,Own Home,11,50,0,0,2,0,15,3,0,21800,0.0,29,713,0,32709.0,4
Male,46,23,147088,Nairobi,346439,Own Home,9,24,0,0,3,0,7,2,0,14700,0.0,14,659,0,44126.4,5
Male,30,9,73351,Eastern,25484,Rent,8,23,0,0,2,0,7,2,2,14700,10290.0,33,478,1,22005.3,5
Female,26,8,61144,Central,29728,Rent,4,5,0,0,2,1,2,2,2,12200,8540.0,5,486,1,18343.2,10
Male,29,6,58346,Nyanza,32101,Rent,3,10,0,0,2,0,4,1,1,11700,8189.999999999999,11,507,0,17503.8,10
Female,31,10,76883,Northe Eastern ,25884,Rent,6,25,0,0,1,0,7,2,2,15400,10780.0,42,487,1,23064.899999999998,5
Female,33,6,65876,Nyanza,24822,Rent,7,39,0,0,2,0,12,3,3,13200,9240.0,38,597,0,19762.8,2
Male,20,3,45215,Nyanza,1944,Rent,1,15,0,0,2,1,6,1,1,13600,9520.0,14,463,1,13564.5,9
Female,19,1,59089,Nyanza,5223,Rent,2,20,0,0,2,1,8,2,2,17700,12390.0,30,439,1,17726.7,4
Female,23,2,42991,Rift Valley,3043,Rent,2,7,0,0,1,1,3,1,1,12900,9030.0,7,211,1,12897.3,4
Male,23,1,48485,Nyanza,2163,Rent,1,1,0,0,2,1,0,1,1,14500,10150.0,2,513,0,14545.5,10
Male,27,9,70927,Northe Eastern ,42257,Rent,4,3,0,0,0,1,1,2,2,14200,9940.0,3,560,0,21278.1,4
Female,21,3,42729,Central,2270,Rent,2,19,0,0,2,1,8,2,2,12800,8960.0,17,372,1,12818.699999999999,4
Female,40,11,127433,Nairobi,151242,Own Home,6,32,0,0,2,0,10,2,0,25500,0.0,13,701,0,38229.9,7
Male,20,3,53328,Nairobi,3234,Rent,1,13,0,0,2,1,5,1,1,16000,11200.0,21,570,0,15998.4,8
Male,31,4,97158,Nairobi,50876,Rent,2,1,0,0,1,0,0,1,1,29100,20370.0,2,599,0,29147.399999999998,7
Female,20,1,55314,Northe Eastern ,3675,Rent,1,12,0,0,1,1,5,1,1,16600,11620.0,21,423,1,16594.2,7
Male,29,8,89123,Nairobi,30718,Rent,7,18,0,0,1,0,7,2,2,17800,12460.0,36,396,1,26736.899999999998,6
Male,22,1,59954,Nyanza,1785,Rent,1,12,0,0,0,1,5,1,1,18000,12600.0,20,379,1,17986.2,6
Male,24,1,37044,Rift Valley,1971,Rent,2,7,0,0,1,1,3,1,1,11100,7769.999999999999,7,383,1,11113.199999999999,4
Female,53,21,127193,Nairobi,360646,Own Home,10,26,0,0,2,0,8,2,0,12700,0.0,15,661,0,38157.9,7
Female,32,5,75100,Rift Valley,52008,Rent,2,8,0,0,2,0,3,1,1,22500,15749.999999999998,13,440,1,22530.0,11
Male,26,7,87217,Nairobi,49039,Rent,6,24,0,0,2,0,7,2,2,17400,12180.0,41,550,0,26165.1,11
